refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dekouaneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Dekouaneh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dellafeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Dellafeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Derdaghaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Derdaghaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dfoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Dfoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dhayra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Dhayra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dhour+el+hawa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Dhour el hawa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dibbabiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Dibbabiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dibbine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Dibbine,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dibbiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Dibbiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dik+El-Mehdi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Dik El-Mehdi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Bsharri_District,0,0,0,0,0,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dimane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Dimane,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dlebta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Dlebta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,1,0,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Dmit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Dmit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Douair+Aadouiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Douair Aadouiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Douair+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Douair En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Douma,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Douma,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,4
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Douris,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Douris,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Batroun_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Edde+El-Batroun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Edde El-Batroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Byblos_District,0,0,1,1,1,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Eddeh+Jbeil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Eddeh Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Eghbe,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Eghbe,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ehmej,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Ehmej,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,0,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ein+el+Dahab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ein el Dahab,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,1,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-El+Ain,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,El Ain,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,1,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-El+Ghabe,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,El Ghabe,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-El+Kfeir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,El Kfeir,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,0,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-El+Manara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,El Manara,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,4
http://dbpedia.org/resource/Western_Beqaa_District,1,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-El+Marej,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,El Marej,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-En-Nahriyyi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,En-Nahriyyi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,1,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Enfeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Enfeh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Erkay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Erkay,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Falougha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Falougha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fanar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Fanar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Faraya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Faraya,15,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fard,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fard,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fardis+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fardis Hasbaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fatqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fatqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fatre,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fatre,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Faytroun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Faytroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fekehe,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fekehe,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ferhet,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ferhet,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fghal,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fghal,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fiaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fiaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zahl̩_District,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fikani,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fikani,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hermel_District,1,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fisan,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fisan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fnaydek,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fnaydek,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fouara,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fouara,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zahl̩_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fourzol,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fourzol,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fraides,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fraides,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fraikeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Fraikeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Fraudis+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Fraudis Ech-Chouf,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Froun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Froun,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Furn+Ech-Chebbak,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Furn Ech-Chebbak,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,6,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghabat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghabat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,1,0,0,50,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghaboune,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghaboune,100,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghalboun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghalboun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghandouriyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ghandouriyet Bent Jbeil,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Gharzouz,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Gharzouz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghassaniyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghassaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghazayleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ghazayleh,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1,0,0,0,0,9,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghazir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ghazir,9,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghaziyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ghaziyeh,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghazzeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghazzeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghbaet+Bolonya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghbaet Bolonya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,1,0,1,1,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghbaleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghbaleh Kesrouane,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,0,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghbatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ghbatiyeh,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghidras,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghidras,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghineh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghineh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghobairi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghobairi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghoifine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ghoifine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ghosta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ghosta,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Habbouch+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Habbouch En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,1,0,0,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Habil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Habil,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
